fitness,param_sl_atr,param_adx_period,param_adx_threshold,param_volume_lookback,param_volume_mult,param_regime_lookback,param_use_volume_filter,param_use_trend_filter,param_use_regime_filter,m1_oos1_n_trades,m1_oos1_profit_factor,m1_oos1_win_rate,m1_oos1_trades_per_month,m1_oos1_avg_trade_pct,m1_oos1_total_return_pct,m1_oos2_n_trades,m1_oos2_profit_factor,m1_oos2_win_rate,m1_oos2_trades_per_month,m1_oos2_avg_trade_pct,m1_oos2_total_return_pct,pass,fail_reason
1.2793430212987638,3.5,16,35,40,1.9,45,False,True,True,138,2.4115183529876028,65.21739130434783,1.6499293008641007,0.26099944929760105,24.45557658253665,65,0.7440933752757339,49.23076923076923,1.1659398939304657,-0.12059904003282004,-7.022598378299522,False,m1_oos2 profit_factor=0.7441 <= 1.1
1.2793430212987638,3.5,16,35,30,1.6,45,False,True,True,138,2.4115183529876028,65.21739130434783,1.6499293008641007,0.26099944929760105,24.45557658253665,65,0.7440933752757339,49.23076923076923,1.1659398939304657,-0.12059904003282004,-7.022598378299522,False,m1_oos2 profit_factor=0.7441 <= 1.1
1.278256903726099,4.5,16,35,35,1.6,45,False,True,True,138,2.3867650363268638,65.21739130434783,1.6499293008641007,0.2609994492975999,18.514699999999966,65,0.7386304765666926,49.23076923076923,1.1659398939304657,-0.12059904003282156,-6.293845098660135,False,m1_oos2 profit_factor=0.7386 <= 1.1
1.2754785492686977,4.0,16,35,15,1.6,45,False,True,True,138,2.368013131828896,65.21739130434783,1.6499293008641007,0.26099944929760005,20.753013856540818,65,0.7318677768487125,49.23076923076923,1.1659398939304657,-0.12059904003282036,-7.060153524254033,False,m1_oos2 profit_factor=0.7319 <= 1.1
1.2754785492686977,4.0,16,35,35,1.6,45,False,True,True,138,2.368013131828896,65.21739130434783,1.6499293008641007,0.26099944929760005,20.753013856540818,65,0.7318677768487125,49.23076923076923,1.1659398939304657,-0.12059904003282036,-7.060153524254033,False,m1_oos2 profit_factor=0.7319 <= 1.1
1.2754785492686977,4.0,16,35,25,1.6,45,False,True,True,138,2.368013131828896,65.21739130434783,1.6499293008641007,0.26099944929760005,20.753013856540818,65,0.7318677768487125,49.23076923076923,1.1659398939304657,-0.12059904003282036,-7.060153524254033,False,m1_oos2 profit_factor=0.7319 <= 1.1
1.2754785492686977,4.0,16,35,40,1.5,45,False,True,True,138,2.368013131828896,65.21739130434783,1.6499293008641007,0.26099944929760005,20.753013856540818,65,0.7318677768487125,49.23076923076923,1.1659398939304657,-0.12059904003282036,-7.060153524254033,False,m1_oos2 profit_factor=0.7319 <= 1.1
1.2712115674136546,2.0,20,25,20,1.1,50,False,True,True,251,1.6716158148949842,60.95617529880478,3.000958366064415,0.17412134653569938,49.91510488180647,119,0.9225383668951203,44.537815126050425,2.1345668827342372,-0.04808443889179877,-3.6940170836749213,False,m1_oos2 profit_factor=0.9225 <= 1.1
1.2706988205068568,4.0,16,35,40,1.2,50,False,True,True,134,2.3912773337052156,65.67164179104478,1.602105263157895,0.26270739968881757,19.730981607684956,63,0.9475873309537836,49.2063492063492,1.1300648202710668,0.04672468618417794,-1.0707035017657518,False,m1_oos2 profit_factor=0.9476 <= 1.1
1.2706988205068568,4.0,16,35,40,1.5,50,False,True,True,134,2.3912773337052156,65.67164179104478,1.602105263157895,0.26270739968881757,19.730981607684956,63,0.9475873309537836,49.2063492063492,1.1300648202710668,0.04672468618417794,-1.0707035017657518,False,m1_oos2 profit_factor=0.9476 <= 1.1
1.270283797706735,4.5,16,35,40,1.1,50,False,True,True,134,2.399704955942743,65.67164179104478,1.602105263157895,0.2627073996888175,17.552999999999976,63,0.9584143117291871,49.2063492063492,1.1300648202710668,0.04672468618417697,-0.7562630315653632,False,m1_oos2 profit_factor=0.9584 <= 1.1
1.270283797706735,4.5,16,35,15,1.3,50,False,True,True,134,2.399704955942743,65.67164179104478,1.602105263157895,0.2627073996888175,17.552999999999976,63,0.9584143117291871,49.2063492063492,1.1300648202710668,0.04672468618417697,-0.7562630315653632,False,m1_oos2 profit_factor=0.9584 <= 1.1
