fitness,param_sl_atr,param_adx_period,param_adx_threshold,param_volume_lookback,param_volume_mult,param_regime_lookback,param_use_volume_filter,param_use_trend_filter,param_use_regime_filter,htf_train_n_trades,htf_train_profit_factor,htf_train_win_rate,htf_train_trades_per_month,htf_train_avg_trade_pct,htf_train_total_return_pct,pass,fail_reason
2.81974523893304,4.5,16,35,40,1.6,45,True,True,False,22,2.81974523893304,72.72727272727273,0.15779453345900094,0.39450825194734995,4.527700349909448,False,htf_train n_trades=22.0000 <= 100.0
2.807358771215771,4.0,16,35,35,1.5,50,True,True,False,25,2.807358771215771,72.0,0.1793119698397738,0.38659433284599237,6.493464662612275,False,htf_train n_trades=25.0000 <= 100.0
2.8072896195201524,1.0,16,35,35,1.7,45,True,True,True,18,2.8072896195201524,72.22222222222221,0.12910461828463712,0.39351226584075916,7.02990947820505,False,htf_train n_trades=18.0000 <= 100.0
2.799271029922293,4.0,16,35,35,1.7,50,True,True,True,18,2.799271029922293,72.22222222222221,0.12910461828463712,0.39351226584076127,4.554883785867394,False,htf_train n_trades=18.0000 <= 100.0
2.799271029922293,4.0,16,35,35,1.7,45,True,True,True,18,2.799271029922293,72.22222222222221,0.12910461828463712,0.39351226584076127,4.554883785867394,False,htf_train n_trades=18.0000 <= 100.0
2.773431454287926,4.0,16,35,40,1.6,15,True,True,True,18,2.773431454287926,72.22222222222221,0.12910461828463712,0.38863518588399765,4.4692728163287,False,htf_train n_trades=18.0000 <= 100.0
2.654789960827383,3.5,16,35,35,1.7,45,True,True,True,18,2.654789960827383,72.22222222222221,0.12910461828463712,0.3935122658407588,4.980817669486112,False,htf_train n_trades=18.0000 <= 100.0
2.654789960827383,3.5,16,35,35,1.7,50,True,True,True,18,2.654789960827383,72.22222222222221,0.12910461828463712,0.3935122658407588,4.980817669486112,False,htf_train n_trades=18.0000 <= 100.0
2.608644470108098,3.0,16,35,15,1.7,50,True,True,True,13,2.608644470108098,61.53846153846154,0.09324222431668237,0.4848614663161516,4.837240424385709,False,htf_train n_trades=13.0000 <= 100.0
2.6083479233943385,4.0,16,35,40,1.6,20,True,True,True,19,2.6083479233943385,68.42105263157895,0.13627709707822808,0.3588084384417569,4.309772816328712,False,htf_train n_trades=19.0000 <= 100.0
2.5950688967088795,4.0,16,35,15,1.5,20,True,True,False,23,2.5950688967088795,65.21739130434783,0.1649670122525919,0.37656694168438587,5.488427963298256,False,htf_train n_trades=23.0000 <= 100.0
2.5950688967088795,4.0,16,35,15,1.5,45,True,True,False,23,2.5950688967088795,65.21739130434783,0.1649670122525919,0.37656694168438587,5.488427963298256,False,htf_train n_trades=23.0000 <= 100.0
2.5631423677198244,5.0,16,35,35,1.7,50,True,True,True,18,2.5631423677198244,72.22222222222221,0.12910461828463712,0.39351226584075977,3.2850999999999955,False,htf_train n_trades=18.0000 <= 100.0
2.546102445716697,1.0,16,35,20,1.6,45,True,True,True,19,2.546102445716697,68.42105263157895,0.13627709707822808,0.40266525963096905,7.613940478959234,False,htf_train n_trades=19.0000 <= 100.0
2.5416086571996717,4.0,16,35,40,1.6,25,True,True,True,18,2.5416086571996717,72.22222222222221,0.12910461828463712,0.3431742854475913,3.8933735064475763,False,htf_train n_trades=18.0000 <= 100.0
2.5416086571996717,4.0,16,35,40,1.7,25,True,True,True,18,2.5416086571996717,72.22222222222221,0.12910461828463712,0.3431742854475913,3.8933735064475763,False,htf_train n_trades=18.0000 <= 100.0
2.5321036941541437,3.0,16,35,15,1.6,45,True,True,True,15,2.5321036941541437,60.0,0.10758718190386428,0.417890002422333,4.805841798450702,False,htf_train n_trades=15.0000 <= 100.0
2.5311370326167286,1.5,16,35,35,1.7,30,True,True,True,17,2.5311370326167286,70.58823529411765,0.12193213949104617,0.35325780822896297,5.890856778654511,False,htf_train n_trades=17.0000 <= 100.0
2.5311370326167286,1.5,16,35,35,1.7,40,True,True,True,17,2.5311370326167286,70.58823529411765,0.12193213949104617,0.35325780822896297,5.890856778654511,False,htf_train n_trades=17.0000 <= 100.0
2.5228264794323434,3.5,16,35,35,1.7,40,True,True,False,20,2.5228264794323434,70.0,0.14344957587181903,0.3487910777374865,4.868499297495543,False,htf_train n_trades=20.0000 <= 100.0
2.5228264794323434,3.5,16,35,35,1.7,25,True,True,False,20,2.5228264794323434,70.0,0.14344957587181903,0.3487910777374865,4.868499297495543,False,htf_train n_trades=20.0000 <= 100.0
2.5228264794323434,3.5,16,35,35,1.7,45,True,True,False,20,2.5228264794323434,70.0,0.14344957587181903,0.3487910777374865,4.868499297495543,False,htf_train n_trades=20.0000 <= 100.0
2.5122682403839414,4.0,16,35,35,1.7,30,True,True,True,17,2.5122682403839414,70.58823529411765,0.12193213949104617,0.35325780822896496,3.8192735064475776,False,htf_train n_trades=17.0000 <= 100.0
2.5070175432108353,3.0,16,35,25,1.6,45,True,True,True,20,2.5070175432108353,70.0,0.14344957587181903,0.38128848364922163,6.173488750014151,False,htf_train n_trades=20.0000 <= 100.0
2.5034536282414637,3.5,16,35,20,1.7,45,True,True,True,15,2.5034536282414637,66.66666666666666,0.10758718190386428,0.4531759248951171,4.442442786789496,False,htf_train n_trades=15.0000 <= 100.0
2.5034536282414637,3.5,16,35,20,1.7,50,True,True,False,15,2.5034536282414637,66.66666666666666,0.10758718190386428,0.4531759248951171,4.442442786789496,False,htf_train n_trades=15.0000 <= 100.0
2.5034536282414637,3.5,16,35,20,1.7,50,True,True,True,15,2.5034536282414637,66.66666666666666,0.10758718190386428,0.4531759248951171,4.442442786789496,False,htf_train n_trades=15.0000 <= 100.0
2.4708902627590255,4.0,16,35,25,1.6,50,True,True,True,20,2.4708902627590255,70.0,0.14344957587181903,0.3812884836492223,5.047383785867394,False,htf_train n_trades=20.0000 <= 100.0
2.4597375619278155,4.5,16,35,35,1.7,45,True,True,True,18,2.4597375619278155,72.22222222222221,0.12910461828463712,0.39351226584076027,3.4457042748180835,False,htf_train n_trades=18.0000 <= 100.0
2.4462971446186135,4.0,16,35,20,1.6,45,True,True,True,19,2.4462971446186135,68.42105263157895,0.13627709707822808,0.40266525963097044,4.955183095748486,False,htf_train n_trades=19.0000 <= 100.0
2.435970385759213,2.0,16,35,25,1.6,45,True,True,True,20,2.435970385759213,70.0,0.14344957587181903,0.3812884836492209,6.926787739613522,False,htf_train n_trades=20.0000 <= 100.0
